176.txt	0.10715	0.5231
710004_4.txt	0.027375	0.0372
191.txt	0.2269	0.7624
S105_4.txt	0.295175	0.67345
713001.txt	0.2002	0.69745
S30.txt	0.085975	0.661
93.txt	0.0132	0.218925
222.txt	0.004625	0.035975
z74.txt	0.0114	0.032925
z121.txt	0.002275	0.02445
z60.txt	0.00195	0.016825
z131.txt	0.001975	0.02425
S19.txt	0.05655	0.199375
235.txt	0.000525	0.005075
z35.txt	0.001925	0.0815
119.txt	0.0157	0.105725
z53.txt	0.0017	0.016075
710004_3.txt	0.02265	0.03215
701003.txt	0.016325	0.066175
z124.txt	0.011075	0.058525
104.txt	0.001125	0.136275
710004_7.txt	0.020525	0.03005
77.txt	0.0071	0.68795
z236.txt	0.0002	0.0035
710004_6.txt	0.014925	0.0257
z129.txt	0.0015	0.3773
z65.txt	0.0019	0.01965
z69.txt	0.000975	0.010575
z71.txt	0.000925	0.002075
S47.txt	0.03165	0.324725
z217.txt	0.01785	0.02665
148.txt	0.233875	0.714725
S105_3.txt	0.166125	0.65325
z128.txt	0.023975	0.71475
178.txt	0.268025	0.5418
131.txt	0.0002	0.0025
220.txt	0.00585	0.0786
z52.txt	0.0018	0.019675
S105_5.txt	0.159975	0.624625
z72.txt	0.01775	0.108725
213.txt	0.53185	0.3465
712001.txt	0.100175	0.1976
233.txt	0.001175	0.01135
30.txt	0.047075	0.347825
z125.txt	0.00585	0.049525
221.txt	0.358875	0.489475
231.txt	0.00015	0.012725
S42.txt	0.025175	0.381775
64.txt	0.0882	0.281875
z44.txt	0.01325	0.404875
713008.txt	0.00945	0.055325
236.txt	0.000175	0.01165
214.txt	0.009825	0.0558
z108.txt	2.5e-05	0.000525
710004_5.txt	0.0492	0.0605
710004_12.txt	0.012725	0.02535
118.txt	0.00035	0.049975
z62.txt	0.0052	0.049525
z27.txt	0.033075	0.349575
128.txt	0.7524	0.2476
46.txt	0.007225	0.045975
S104.txt	0.018825	0.150525
z111.txt	0.00415	0.0948
z183.txt	2.5e-05	5e-05
160.txt	0.0	0.000575
170.txt	0.056625	0.336
S23.txt	0.077025	0.4423
z49.txt	0.00125	0.0145
z188.txt	5e-05	0.0
56.txt	0.155875	0.623425
S105_6.txt	0.7195	0.2805
710004_11.txt	0.03645	0.058675
z63.txt	0.0057	0.051975
106.txt	0.00035	0.005825
711005.txt	5e-05	0.009025
z151.txt	0.0004	0.001125
S127.txt	0.2412	0.42715
117.txt	0.000175	0.0344
z110.txt	5e-05	0.0032
711001.txt	0.0	0.04305
z297.txt	0.000975	0.072975
710004_1.txt	0.030025	0.047025
94.txt	0.009025	0.18435
z235.txt	0.0001	0.0098
z239.txt	0.0006	0.0056
z156.txt	2.5e-05	0.0
z176.txt	2.5e-05	0.0
z305.txt	0.00095	0.024575
9.txt	0.01495	0.678675
z57.txt	0.0017	0.015925
S2.txt	0.01095	0.18295
z122.txt	0.004275	0.0448
z232.txt	0.158325	0.299
z173.txt	0.0	2.5e-05
S12.txt	0.079675	0.540775
S37.txt	0.1628	0.475825
z169.txt	0.0	2.5e-05
S32.txt	0.02715	0.227875
S78.txt	2.5e-05	0.000725
z309.txt	0.012325	0.25495
z308.txt	0.0011	0.05815
234.txt	0.0004	0.029375
z160.txt	0.0	0.0
710002_3.txt	0.0024	0.01805
z50.txt	0.00325	0.026075
217.txt	0.0114	0.046675
z118.txt	0.0033	0.020875
123.txt	0.50095	0.49905
z64.txt	0.005675	0.0486
z43.txt	0.023475	0.574025
710002_5.txt	0.006875	0.030975
710004_14.txt	0.0262	0.03665
S26.txt	0.00225	0.139325
z149.txt	0.0	2.5e-05
101_2.txt	0.134475	0.371275
S16.txt	0.054575	0.468525
z304.txt	7.5e-05	0.0059
S59.txt	0.0616	0.53355
211.txt	0.0034	0.088475
140.txt	0.0002	0.0278
S125.txt	0.0346	0.10025
125.txt	0.296	0.5077
z189.txt	0.0	2.5e-05
710004_2.txt	0.03835	0.05365
124.txt	0.535375	0.464625
98.txt	0.0	0.051
z137.txt	0.0095	0.066925
z205.txt	0.005125	0.025625
z181.txt	0.0	0.0
S124.txt	0.1174	0.554675
711010_1.txt	0.0	0.445975
706002_2.txt	0.241225	0.736675
z37.txt	0.0	0.001275
z147.txt	0.0	0.0
180.txt	0.057375	0.889625
S52.txt	0.120725	0.62185
710002_1.txt	0.00355	0.019825
z58.txt	0.001325	0.01345
219.txt	0.3627	0.542175
707001.txt	0.0084	0.267175
138.txt	0.0	0.0006
706002_1.txt	0.254975	0.742575
706001.txt	0.018575	0.062675
S22.txt	0.096475	0.54955
S3.txt	0.02825	0.68165
S48.txt	0.375175	0.522325
S74.txt	0.002275	0.016775
z61.txt	0.002625	0.018325
114.txt	0.0004	0.0037
713004.txt	0.001025	0.014225
175.txt	0.03345	0.249875
z155.txt	0.000125	0.00025
z145.txt	0.0	0.0
S21.txt	0.147975	0.4785
z165.txt	0.0	2.5e-05
122.txt	0.35885	0.5233
60.txt	0.0004	0.181775
z48.txt	0.0014	0.01445
40.txt	0.1428	0.7104
z153.txt	0.0	0.0
z162.txt	0.0	2.5e-05
710004_10.txt	0.008275	0.014075
z167.txt	0.0	0.0
710004_13.txt	0.010225	0.01465
100.txt	0.04935	0.336775
711002.txt	0.035725	0.309225
S39.txt	0.04715	0.43245
215.txt	0.487425	0.409075
130.txt	0.0819	0.76195
706005_2.txt	0.006525	0.024725
92.txt	0.065675	0.6114
126.txt	0.66415	0.33585
z310.txt	0.02395	0.275225
z55.txt	0.002125	0.017875
67.txt	0.0383	0.1775
S105_1.txt	0.299075	0.54645
710004_8.txt	0.0271	0.0404
142.txt	2.5e-05	0.02215
710004_9.txt	0.029775	0.049375
z119.txt	0.00075	0.026375
181.txt	0.09135	0.69155
z234.txt	0.010175	0.240325
z184.txt	2.5e-05	2.5e-05
S33.txt	0.0042	0.143375
