z84.txt	0.064175	0.0468	0.0
z280.txt	0.0061	0.00635	0.001025
S141.txt	0.000775	0.0006	2.5e-05
z201.txt	0.00015	0.000125	0.0
z287.txt	0.003275	0.003075	0.001275
223.txt	0.06275	0.06215	0.025875
S6.txt	0.0267	0.02035	0.03965
S135.txt	0.004075	0.002225	0.000275
z220.txt	0.0	2.5e-05	0.0
z214.txt	0.001875	0.001775	2.5e-05
117.txt	5e-05	7.5e-05	0.0
z44.txt	0.006675	0.004425	0.0011
102.txt	0.039475	0.039275	0.00865
z113.txt	0.0114	0.004425	0.0
z40.txt	0.000775	0.00055	0.0
50.txt	0.0016	0.00045	0.0
S129.txt	0.03045	0.009225	0.0001
24.txt	0.0325	0.03235	0.00085
z281.txt	0.00655	0.0061	0.00135
96.txt	0.039525	0.03215	0.001525
z250.txt	0.000775	0.000725	0.000275
z270.txt	0.001475	0.0013	0.000575
118.txt	0.00015	0.0001	0.0
z11.txt	0.001475	0.0	0.0
z203.txt	0.000575	0.000475	0.0
713039_3.txt	0.0803	0.081875	0.0465
203.txt	2.5e-05	0.0	0.0
z139.txt	0.082475	0.075175	0.0004
S115.txt	0.004575	0.0	0.0
z93.txt	0.0008	0.000675	0.0
z282.txt	0.00585	0.0041	0.000775
z120.txt	0.0011	0.0005	0.0
z13.txt	0.001275	0.000175	0.0
z285.txt	0.0022	0.00135	0.000275
z103.txt	0.00855	0.006425	0.0
z95.txt	0.000925	0.0006	0.0
z289.txt	0.0035	0.00355	0.0005
z6.txt	0.002775	0.0002	0.0
z198.txt	0.0003	0.000175	0.0
z284.txt	0.00175	0.00175	0.00105
z247.txt	0.003	0.002175	0.001
z142.txt	0.002275	0.001575	0.0
W8_1.txt	0.000575	2.5e-05	0.0
z207.txt	0.0	0.0	0.0
713027.txt	0.0	7.5e-05	0.0
149.txt	0.0	0.0	0.0
z141.txt	0.0001	0.0001	0.0
z114.txt	0.001525	0.000625	0.0
z5.txt	0.006625	0.0016	0.000175
W13.txt	0.000125	7.5e-05	0.0
228.txt	0.0611	0.056525	0.082075
S143.txt	0.000275	0.00025	0.0004
z87.txt	0.04975	0.027025	0.0
z89.txt	0.021575	0.0196	0.001225
80.txt	0.0336	0.03125	0.0013
z260.txt	0.003725	0.003025	0.00155
S134.txt	0.0	2.5e-05	0.0
712004_2.txt	0.063325	0.070325	0.059575
S145.txt	0.0003	0.0002	0.00035
z34.txt	0.03195	0.0237	0.003525
z107.txt	0.009	0.0055	0.0
202.txt	5e-05	5e-05	0.0
z258.txt	0.0022	0.0016	0.001275
W18_2.txt	0.17745	0.16145	0.20155
z10.txt	0.001425	0.0	0.0
z102.txt	0.000125	0.0001	0.0
z76.txt	0.500775	0.247975	0.0
z248.txt	0.002825	0.002475	0.0012
713039_2.txt	0.079875	0.07595	0.017025
z83.txt	0.08515	0.064625	0.00015
z75.txt	0.06355	0.046275	0.0
z208.txt	0.0	0.0	0.0
136.txt	2.5e-05	0.0	0.0
S71_1.txt	0.000125	0.000125	0.0
z246.txt	0.0005	0.000275	0.0
706006.txt	0.000375	2.5e-05	0.0
z286.txt	0.00385	0.0038	0.001325
S99.txt	0.017475	0.015625	0.0011
S71_6.txt	2.5e-05	7.5e-05	0.0
145.txt	2.5e-05	2.5e-05	0.0
W18_1.txt	0.1984	0.14935	0.118375
z269.txt	0.003	0.002	0.001475
z15.txt	0.003525	7.5e-05	0.0
47.txt	0.0635	0.063875	0.074525
z254.txt	0.00185	0.0017	0.00095
z81.txt	0.21555	0.17445	0.0
z259.txt	0.004225	0.0032	0.000875
z45.txt	0.0122	0.019025	0.00205
87.txt	0.0605	0.0474	0.001925
z243.txt	0.003125	0.003325	0.001675
W10.txt	0.0	0.0001	7.5e-05
z92.txt	0.001475	0.00085	0.0
z265.txt	0.0047	0.0036	0.00085
W1_2.txt	0.01165	0.0	0.0
z91.txt	0.00675	0.0045	2.5e-05
z116.txt	0.00065	2.5e-05	0.0
89.txt	0.1232	0.081225	0.00165
146.txt	0.0	0.0	0.0
224.txt	0.0	0.0	0.0
z42.txt	0.000275	0.000275	2.5e-05
S110.txt	0.0283	0.026875	0.041525
z79.txt	0.21695	0.176775	0.0
S138.txt	0.001	0.001375	0.000725
z279.txt	0.002025	0.00155	0.0007
712004_1.txt	0.038725	0.052575	0.023525
713035_2.txt	0.048375	0.0601	0.0321
z202.txt	0.40015	0.0	0.0
35.txt	0.0437	0.049125	0.050925
121.txt	0.00065	0.0003	0.0
z210.txt	0.0	0.0	0.0
42.txt	0.00855	0.00955	0.00675
z16.txt	0.00045	2.5e-05	0.0
z43.txt	0.009025	0.006425	0.000125
z88.txt	0.034525	0.027575	2.5e-05
z292.txt	0.000325	0.0003	0.0
S55.txt	0.01375	0.013825	0.0202
z245.txt	0.00395	0.003075	0.000775
z4.txt	0.032925	0.015525	0.0
W11.txt	0.011975	0.00035	0.0
z98.txt	0.000725	0.000275	0.0
W4.txt	0.00175	0.001675	0.000675
z290.txt	0.0013	0.0015	0.00045
z271.txt	0.001325	0.001	0.000525
185.txt	0.0005	0.000625	5e-05
z8.txt	0.00175	7.5e-05	0.0
713018.txt	0.0005	0.0007	0.0
z264.txt	0.001525	0.00115	0.00045
101_2.txt	0.065525	0.0626	0.00455
712004_4.txt	0.05195	0.0512	0.007325
z273.txt	0.000775	0.0008	0.0002
z115.txt	0.000325	0.000275	0.0
59.txt	0.0003	7.5e-05	0.0
z218.txt	0.026175	0.0217	5e-05
97.txt	0.010475	0.0076	2.5e-05
z101.txt	0.0007	0.0004	0.0
S139.txt	5e-05	2.5e-05	0.0
W17_4.txt	2.5e-05	0.0	0.0
134.txt	0.102425	0.0922	0.10595
115.txt	0.000175	0.0002	0.000125
z105.txt	0.008375	0.005975	2.5e-05
z33.txt	0.000725	0.0004	5e-05
S140.txt	0.000675	0.0003	5e-05
z99.txt	0.00085	0.0007	0.0
65.txt	0.0155	0.0	0.0
z85.txt	0.06265	0.047	0.0
z211.txt	0.0	0.0	0.0
S71_4.txt	2.5e-05	5e-05	0.0
z7.txt	0.000475	0.00015	0.0
z209.txt	0.005275	0.00485	0.0
z275.txt	0.003675	0.0038	0.001425
z261.txt	0.003625	0.003875	0.00075
S5.txt	0.0332	0.02845	0.041525
z9.txt	0.00045	0.0	0.0
713034_1.txt	0.0994	0.08585	0.023275
W7.txt	5e-05	0.0	0.0
S128.txt	0.028125	0.029925	0.043925
z276.txt	0.00155	0.00165	0.000275
713037_1.txt	0.0017	0.001575	0.0
z96.txt	0.00065	0.00075	0.0
204.txt	2.5e-05	2.5e-05	0.0
z123.txt	0.000675	0.0006	0.0
201.txt	0.0	0.0	0.0
z266.txt	0.001775	0.00135	0.000725
z244.txt	0.0035	0.00235	0.00055
W8_2.txt	0.000225	0.00015	2.5e-05
713023.txt	0.002025	0.000675	0.0
114.txt	0.0003	0.0001	0.0
z257.txt	0.0034	0.0029	0.000825
227.txt	0.000575	0.0	0.0
S71_3.txt	2.5e-05	5e-05	0.0
S71_5.txt	0.0	5e-05	0.0
z312.txt	0.000125	0.0	0.0
z29.txt	0.002025	0.001775	2.5e-05
44.txt	0.05415	0.055325	0.043825
239.txt	0.061725	0.072275	0.02745
z291.txt	0.005775	0.005375	0.00265
z249.txt	0.004475	0.0033	0.003225
713024.txt	0.0	0.0	0.0
W1_1.txt	0.0135	0.0	0.0
z86.txt	0.0645	0.04855	0.0
z100.txt	0.00075	0.000475	0.0
S68.txt	0.00015	0.0	0.0
S71_2.txt	0.000125	2.5e-05	2.5e-05
z268.txt	0.00495	0.004575	0.003025
z288.txt	0.002025	0.0016	0.000925
713037_2.txt	0.00175	0.0012	2.5e-05
W2_2.txt	0.0	0.0	0.0
137.txt	0.0	0.0	0.0
z14.txt	0.002075	5e-05	0.0
135.txt	2.5e-05	5e-05	0.0
152.txt	0.000775	0.0007	5e-05
S40.txt	0.0532	0.03405	0.062775
z262.txt	0.0014	0.00125	0.00065
