z84.txt	0.062625	0.046525
z280.txt	0.006675	0.006
S141.txt	0.00065	0.000575
z201.txt	0.0001	2.5e-05
z287.txt	0.003325	0.003375
z220.txt	2.5e-05	2.5e-05
223.txt	0.06325	0.06115
z214.txt	0.001825	0.001625
S6.txt	0.0263	0.01995
z44.txt	0.00785	0.00465
S135.txt	0.004125	0.0022
102.txt	0.0403	0.0376
z113.txt	0.01215	0.0044
117.txt	0.00015	7.5e-05
z40.txt	0.000875	0.0006
50.txt	0.0018	0.00045
S129.txt	0.031	0.009475
z281.txt	0.006775	0.0066
24.txt	0.0342	0.03105
96.txt	0.042675	0.03235
z250.txt	0.000675	0.000675
z270.txt	0.001175	0.001475
118.txt	0.000125	7.5e-05
z11.txt	0.001325	0.0
z203.txt	0.000425	0.0004
713039_3.txt	0.07675	0.08235
z139.txt	0.0833	0.075275
z93.txt	0.0009	0.000575
z120.txt	0.001225	0.000525
z285.txt	0.001825	0.0016
z95.txt	0.00065	0.000575
203.txt	0.0	0.0
z289.txt	0.00355	0.00315
z198.txt	0.000275	0.0002
z6.txt	0.003025	0.000125
S115.txt	0.005275	0.0
z282.txt	0.004325	0.004875
z284.txt	0.00205	0.001725
z13.txt	0.001525	0.00015
z247.txt	0.00245	0.001875
z103.txt	0.009275	0.0064
z142.txt	0.002225	0.00175
z207.txt	0.0	0.0
W8_1.txt	0.000275	0.0002
149.txt	0.0	0.0
z114.txt	0.001775	0.000575
z5.txt	0.0066	0.001875
713027.txt	2.5e-05	2.5e-05
z141.txt	0.0002	7.5e-05
W13.txt	7.5e-05	0.00015
S134.txt	0.0	0.0
228.txt	0.06315	0.057175
S143.txt	0.00035	0.0002
z87.txt	0.05145	0.026725
202.txt	5e-05	5e-05
z89.txt	0.02205	0.017925
z258.txt	0.001975	0.0016
80.txt	0.03425	0.031275
z260.txt	0.0041	0.0035
z76.txt	0.501425	0.247875
712004_2.txt	0.06335	0.06725
S145.txt	0.0003	0.0002
z34.txt	0.0324	0.022725
z107.txt	0.008725	0.00685
W18_2.txt	0.17855	0.158225
z10.txt	0.001225	0.0
S71_1.txt	7.5e-05	0.0001
z102.txt	0.00025	7.5e-05
z75.txt	0.06375	0.04795
z208.txt	0.0	0.0
z248.txt	0.0031	0.00235
713039_2.txt	0.07875	0.07515
z83.txt	0.082125	0.06495
S71_6.txt	5e-05	0.000125
z246.txt	0.0004	0.00045
136.txt	0.0	0.0
145.txt	0.0	0.0001
706006.txt	0.0006	5e-05
z286.txt	0.004175	0.0043
S99.txt	0.017375	0.015625
W18_1.txt	0.201525	0.1522
z269.txt	0.00285	0.002525
z15.txt	0.003175	0.0001
47.txt	0.06475	0.063725
z254.txt	0.00185	0.0018
z81.txt	0.210425	0.177875
z259.txt	0.004725	0.003575
z45.txt	0.01325	0.018925
87.txt	0.05975	0.048425
z243.txt	0.003075	0.00335
146.txt	0.0	2.5e-05
z42.txt	0.0003	0.000375
W10.txt	0.000225	0.0001
z92.txt	0.0013	0.0007
S110.txt	0.028975	0.028775
z265.txt	0.0052	0.004475
224.txt	0.0	2.5e-05
W1_2.txt	0.0127	0.0
S138.txt	0.001525	0.0013
z91.txt	0.0069	0.00425
z79.txt	0.21285	0.17435
z279.txt	0.00175	0.001275
712004_1.txt	0.039575	0.05405
z116.txt	0.001025	7.5e-05
89.txt	0.119475	0.0832
713035_2.txt	0.04715	0.062775
z88.txt	0.034125	0.026475
121.txt	0.000625	0.000425
z245.txt	0.003375	0.003
z98.txt	0.0007	0.00025
z4.txt	0.03215	0.015675
35.txt	0.042875	0.05115
W11.txt	0.011975	0.00035
42.txt	0.00815	0.00915
z290.txt	0.001475	0.001525
z202.txt	0.398925	0.0
z8.txt	0.002	0.00015
z210.txt	0.0	0.0
z16.txt	0.00065	0.0
W4.txt	0.00135	0.0015
z271.txt	0.001325	0.001
z43.txt	0.0084	0.0056
713018.txt	0.000725	0.000675
z292.txt	0.000275	0.000325
S55.txt	0.014325	0.0141
101_2.txt	0.0672	0.061725
185.txt	0.000225	0.0005
z218.txt	0.02535	0.0218
z264.txt	0.001475	0.0014
z101.txt	0.000525	0.0004
712004_4.txt	0.052275	0.0526
