710004_4.txt	0.0276	0.0	0.03785	0.0
z74.txt	0.011775	5e-05	0.03245	0.0
z121.txt	0.002625	0.0	0.02435	0.0
222.txt	0.00445	0.000125	0.0369	7.5e-05
93.txt	0.011625	0.004375	0.223	0.008675
z60.txt	0.0021	0.0	0.0177	2.5e-05
z53.txt	0.002025	2.5e-05	0.01635	0.0
176.txt	0.107275	0.040375	0.5275	0.039025
S30.txt	0.084575	0.0	0.6603	0.0
235.txt	0.000425	0.0	0.005025	0.0
713001.txt	0.203425	0.1548	0.694325	0.1793
z131.txt	0.00165	0.0	0.02365	0.0
119.txt	0.01595	0.000775	0.1048	0.000875
701003.txt	0.01685	0.0	0.06655	0.0
104.txt	0.0018	0.0	0.13555	2.5e-05
z124.txt	0.0112	0.0	0.05925	2.5e-05
z65.txt	0.0021	0.0	0.019775	0.0
710004_3.txt	0.024	0.0	0.03365	0.0
z236.txt	0.0003	0.0	0.00305	0.0
S105_4.txt	0.295725	0.295725	0.670425	0.38425
z35.txt	0.0025	0.00045	0.08265	0.0006
710004_7.txt	0.0199	0.0	0.0328	5e-05
191.txt	0.227975	0.226525	0.761875	0.412075
z217.txt	0.018775	5e-05	0.02685	2.5e-05
710004_6.txt	0.015975	0.0	0.025075	0.0
z71.txt	0.000825	0.0	0.002275	0.0
z69.txt	0.00095	0.0	0.0097	0.0
S47.txt	0.031925	0.0	0.3264	0.0
S105_3.txt	0.166275	0.1342	0.65415	0.147675
z129.txt	0.001575	0.001025	0.37595	0.0178
S19.txt	0.05665	0.0	0.2027	0.0
77.txt	0.007175	0.0	0.686575	0.0
131.txt	7.5e-05	0.0	0.002525	0.0
z128.txt	0.023925	0.0008	0.714275	0.00115
220.txt	0.006025	0.000325	0.078175	0.0003
z52.txt	0.002275	0.0	0.020875	2.5e-05
S105_5.txt	0.16105	0.0	0.617625	0.0
z125.txt	0.0054	0.0002	0.050175	0.00015
231.txt	0.00015	0.0	0.0124	2.5e-05
178.txt	0.267825	0.067975	0.541675	0.054975
z72.txt	0.018	0.0009	0.108625	0.0013
712001.txt	0.100375	0.000575	0.198775	0.00075
148.txt	0.235	0.183125	0.7132	0.217375
30.txt	0.04825	0.01275	0.348925	0.015025
64.txt	0.087125	0.0	0.282325	0.0
z44.txt	0.014625	0.004	0.40675	0.003725
233.txt	0.001175	2.5e-05	0.01125	0.0
213.txt	0.53215	0.021025	0.34325	0.019875
236.txt	0.000175	2.5e-05	0.011475	2.5e-05
214.txt	0.0105	0.00025	0.056575	0.000175
221.txt	0.35575	0.106275	0.492875	0.098975
S42.txt	0.02625	0.0	0.379125	0.0
710004_12.txt	0.014125	2.5e-05	0.023875	2.5e-05
710004_5.txt	0.0493	0.0001	0.0613	2.5e-05
118.txt	0.000175	2.5e-05	0.049275	0.000125
713008.txt	0.010575	0.000125	0.05555	0.000425
z27.txt	0.0351	0.008375	0.34915	0.009075
z108.txt	5e-05	0.0	0.000525	0.0
z111.txt	0.00385	0.0003	0.092375	0.001225
S104.txt	0.0198	0.0	0.152675	0.0
z62.txt	0.0048	0.00015	0.04755	0.000125
z183.txt	0.0001	0.0	0.000125	0.0
128.txt	0.7505	0.0	0.2495	0.0
46.txt	0.00735	0.000225	0.044225	0.00015
170.txt	0.05705	0.008675	0.3369	0.008875
160.txt	2.5e-05	0.0	0.0011	0.0
S23.txt	0.07295	0.0	0.447525	0.0
z188.txt	2.5e-05	0.0	2.5e-05	0.0
z49.txt	0.0017	0.0	0.0147	2.5e-05
56.txt	0.152675	0.086175	0.627575	0.104425
710004_11.txt	0.036675	0.0	0.060275	0.0
117.txt	7.5e-05	0.0	0.03485	7.5e-05
106.txt	0.0005	0.0	0.005775	0.0
z63.txt	0.005725	0.0002	0.05335	0.00025
S105_6.txt	0.72155	0.08095	0.27845	0.080025
z151.txt	0.000325	0.0	0.000875	0.0
711005.txt	0.0	0.0	0.0094	0.0
