394	69
394	91
394	122
394	215
394	219
394	220
394	292
394	296
394	476
394	505
394	506
394	628
476	69
476	91
476	122
476	215
476	219
476	220
476	292
476	296
476	505
476	506
476	628
392	68
392	69
392	91
392	104
392	122
392	124
392	125
392	126
392	127
392	129
392	130
392	131
392	137
392	141
392	147
392	148
392	150
392	153
392	160
392	215
392	219
392	220
392	221
392	225
392	227
392	228
392	233
392	269
392	270
392	272
392	280
392	292
392	293
392	296
392	394
392	476
392	505
392	506
392	533
392	623
392	628
392	633
627	436
153	69
153	91
153	104
153	122
153	124
153	125
153	126
153	127
153	129
153	130
153	137
153	141
153	147
153	148
153	150
153	160
153	215
153	219
153	220
153	221
153	225
153	227
153	228
153	233
153	269
153	280
153	292
153	296
153	394
153	476
153	505
153	506
153	623
153	628
150	69
150	91
150	122
150	148
150	215
150	219
150	220
150	292
150	296
150	394
150	476
150	505
150	506
150	628
180	66
180	68
180	69
180	91
180	104
180	122
180	124
180	125
180	126
180	127
180	129
180	130
180	131
180	137
180	141
180	147
180	148
180	150
180	153
180	160
180	215
180	219
180	220
180	221
180	225
180	227
180	228
180	233
180	269
180	270
180	272
180	280
180	292
180	293
180	296
180	392
180	394
180	476
180	505
180	506
180	533
180	623
180	628
180	633
228	69
228	91
228	122
228	130
228	137
228	141
228	147
228	148
228	150
228	215
228	219
228	220
228	221
228	225
228	227
228	280
228	292
228	296
228	394
228	476
228	505
228	506
228	628
533	68
533	69
533	91
533	104
533	122
533	124
533	125
533	126
533	127
533	129
533	130
533	131
533	137
533	141
533	147
533	148
533	150
533	153
533	160
533	215
533	219
533	220
533	221
533	225
533	227
533	228
533	233
533	269
533	270
533	272
533	280
533	292
533	293
533	296
533	394
533	436
533	476
533	505
533	506
533	623
533	628
533	633
130	69
130	91
130	122
130	137
130	141
130	148
130	150
130	215
130	219
130	220
130	221
130	227
130	280
130	292
130	296
130	394
130	476
130	505
130	506
130	628
137	69
137	91
137	122
137	148
137	150
137	215
137	219
137	220
137	292
137	296
137	394
137	476
137	505
137	506
137	628
293	69
293	91
293	104
293	122
293	124
293	125
293	126
293	127
293	129
293	130
293	137
293	141
293	147
293	148
293	150
293	153
293	160
293	215
293	219
293	220
293	221
293	225
293	227
293	228
293	233
293	269
293	270
293	280
293	292
293	296
293	394
293	476
293	505
293	506
293	623
293	628
293	633
148	69
148	91
148	122
148	215
148	219
148	220
148	292
148	296
148	394
148	476
148	505
148	506
148	628
131	69
131	91
131	104
131	122
131	124
131	125
131	126
131	127
131	129
131	130
131	137
131	141
131	147
131	148
131	150
131	153
131	160
131	215
131	219
131	220
131	221
131	225
131	227
131	228
131	233
131	269
131	270
131	280
131	292
131	293
131	296
131	394
131	476
131	505
131	506
131	623
131	628
131	633
68	69
68	91
68	104
68	122
68	124
68	125
68	126
68	127
68	129
68	130
68	131
68	137
68	141
68	147
68	148
68	150
68	153
68	160
68	215
68	219
68	220
68	221
68	225
68	227
68	228
68	233
68	269
68	270
68	272
68	280
68	292
68	293
68	296
68	394
68	476
68	505
68	506
68	623
68	628
68	633
215	91
215	122
215	220
215	292
215	296
215	505
215	506
104	69
104	91
104	122
104	124
104	125
104	126
104	127
104	130
104	137
104	141
104	147
104	148
104	150
104	160
104	215
104	219
104	220
104	221
104	225
104	227
104	228
104	269
104	280
104	292
104	296
104	394
104	476
104	505
104	506
104	623
104	628
147	69
147	91
147	122
147	130
147	137
147	141
147	148
147	150
147	215
147	219
147	220
147	221
147	227
147	280
147	292
147	296
147	394
147	476
147	505
147	506
147	628
225	69
225	91
225	122
225	130
225	137
225	141
225	147
225	148
225	150
225	215
225	219
225	220
225	221
225	227
225	280
225	292
225	296
225	394
225	476
225	505
225	506
225	628
269	69
269	91
269	122
269	126
269	127
269	130
269	137
269	141
269	147
269	148
269	150
269	215
269	219
269	220
269	221
269	225
269	227
269	228
269	280
269	292
269	296
269	394
269	476
269	505
269	506
269	623
269	628
127	69
127	91
127	122
127	130
127	137
127	141
127	147
127	148
127	150
127	215
127	219
127	220
127	221
127	225
127	227
127	228
127	280
127	292
127	296
127	394
127	476
127	505
127	506
127	628
628	91
628	122
628	215
628	220
628	292
628	296
628	505
628	506
270	69
270	91
270	104
270	122
270	124
270	125
270	126
270	127
270	129
270	130
270	137
270	141
270	147
270	148
270	150
270	153
270	160
270	215
270	219
270	220
270	221
270	225
270	227
270	228
270	233
270	269
270	280
270	292
270	296
270	394
270	476
270	505
270	506
270	623
270	628
270	633
160	69
160	91
160	122
160	124
160	125
160	126
160	127
160	130
160	137
160	141
160	147
160	148
160	150
160	215
160	219
160	220
160	221
160	225
160	227
160	228
160	269
160	280
160	292
160	296
160	394
160	476
160	505
160	506
160	623
160	628
125	69
125	91
125	122
125	126
125	127
125	130
125	137
125	141
125	147
125	148
125	150
125	215
125	219
125	220
125	221
125	225
125	227
125	228
125	269
125	280
125	292
125	296
125	394
125	476
125	505
125	506
125	623
125	628
129	69
129	91
129	104
129	122
129	124
129	125
129	126
129	127
129	130
129	137
129	141
129	147
129	148
129	150
129	160
129	215
129	219
129	220
129	221
129	225
129	227
129	228
129	269
129	280
129	292
129	296
129	394
129	476
129	505
129	506
129	623
129	628
296	91
296	122
296	220
296	292
296	505
221	69
221	91
221	122
221	137
221	148
221	150
221	215
221	219
221	220
221	292
221	296
221	394
221	476
221	505
221	506
221	628
280	69
280	91
280	122
280	137
280	141
280	148
280	150
280	215
280	219
280	220
280	221
280	227
280	292
280	296
280	394
280	476
280	505
280	506
280	628
292	122
292	220
124	69
124	91
124	122
124	125
124	126
124	127
124	130
124	137
124	141
124	147
124	148
124	150
124	215
124	219
124	220
124	221
124	225
124	227
124	228
124	269
124	280
124	292
124	296
124	394
124	476
124	505
124	506
124	623
124	628
66	68
66	69
66	91
66	104
66	122
66	124
66	125
66	126
66	127
66	129
66	130
66	131
66	137
66	141
66	147
66	148
66	150
66	153
66	160
66	215
66	219
66	220
66	221
66	225
66	227
66	228
66	233
66	269
66	270
66	272
66	280
66	292
66	293
66	296
66	392
66	394
66	476
66	505
66	506
66	533
66	623
66	628
66	633
220	122
623	69
623	91
623	122
623	126
623	127
623	130
623	137
623	141
623	147
623	148
623	150
623	215
623	219
623	220
623	221
623	225
623	227
623	228
623	280
623	292
623	296
623	394
623	476
623	505
623	506
623	628
295	66
295	68
295	69
295	91
295	104
295	122
295	124
295	125
295	126
295	127
295	129
295	130
295	131
295	137
295	141
295	147
295	148
295	150
295	153
295	160
295	180
295	215
295	219
295	220
295	221
295	225
295	227
295	228
295	233
295	269
295	270
295	272
295	280
295	292
295	293
295	296
295	392
295	394
295	476
295	505
295	506
295	533
295	623
295	628
295	633
505	122
505	220
505	292
633	69
633	91
633	104
633	122
633	124
633	125
633	126
633	127
633	129
633	130
633	137
633	141
633	147
633	148
633	150
633	153
633	160
633	215
633	219
633	220
633	221
633	225
633	227
633	228
633	233
633	269
633	280
633	292
633	296
633	394
633	476
633	505
633	506
633	623
633	628
141	69
141	91
141	122
141	137
141	148
141	150
141	215
141	219
141	220
141	221
141	292
141	296
141	394
141	476
141	505
141	506
141	628
133	66
133	68
133	69
133	91
133	104
133	122
133	124
133	125
133	126
133	127
133	129
133	130
133	131
133	137
133	141
133	147
133	148
133	150
133	153
133	160
133	180
133	215
133	219
133	220
133	221
133	225
133	227
133	228
133	233
133	269
133	270
133	272
133	276
133	280
133	292
133	293
133	295
133	296
133	392
133	394
133	476
133	505
133	506
133	533
133	623
133	628
133	633
272	69
272	91
272	104
272	122
272	124
272	125
272	126
272	127
272	129
272	130
272	131
272	137
272	141
272	147
272	148
272	150
272	153
272	160
272	215
272	219
272	220
272	221
272	225
272	227
272	228
272	233
272	269
272	270
272	280
272	292
272	293
272	296
272	394
272	476
272	505
272	506
272	623
272	628
272	633
506	91
506	122
506	220
506	292
506	296
506	505
69	91
69	122
69	215
69	219
69	220
69	292
69	296
69	505
69	506
69	628
91	122
91	220
91	292
91	505
126	69
126	91
126	122
126	127
126	130
126	137
126	141
126	147
126	148
126	150
126	215
126	219
126	220
126	221
126	225
126	227
126	228
126	280
126	292
126	296
126	394
126	476
126	505
126	506
126	628
276	66
276	68
276	69
276	91
276	104
276	122
276	124
276	125
276	126
276	127
276	129
276	130
276	131
276	137
276	141
276	147
276	148
276	150
276	153
276	160
276	180
276	215
276	219
276	220
276	221
276	225
276	227
276	228
276	233
276	269
276	270
276	272
276	280
276	292
276	293
276	295
276	296
276	392
276	394
276	476
276	505
276	506
276	533
276	623
276	628
276	633
515	66
515	68
515	69
515	91
515	104
515	122
515	124
515	125
515	126
515	127
515	129
515	130
515	131
515	133
515	137
515	141
515	147
515	148
515	150
515	153
515	160
515	180
515	215
515	219
515	220
515	221
515	225
515	227
515	228
515	233
515	269
515	270
515	272
515	276
515	280
515	292
515	293
515	295
515	296
515	392
515	394
515	476
515	505
515	506
515	533
515	623
515	628
515	633
219	91
219	122
219	215
219	220
219	292
219	296
219	505
219	506
219	628
233	69
233	91
233	104
233	122
233	124
233	125
233	126
233	127
233	129
233	130
233	137
233	141
233	147
233	148
233	150
233	160
233	215
233	219
233	220
233	221
233	225
233	227
233	228
233	269
233	280
233	292
233	296
233	394
233	476
233	505
233	506
233	623
233	628
227	69
227	91
227	122
227	137
227	141
227	148
227	150
227	215
227	219
227	220
227	221
227	292
227	296
227	394
227	476
227	505
227	506
227	628
